	Desc	Paliwo	Stan	Rok	Przebieg	Cena
4120	Fiat Scudo II 1.6 JTD I Właściciel w kraju 90ps Przebieg 208.000	diesel	bezwypadkowy	2007.0	208.0	12900.0
4121	Fiat Panda II ZGUBILES MALY DUZY BRIEF LUBich BRAK WYROBIMY NOWE	benzyna	sprawny	2005.0	149000.0	5900.0
4122	Fiat Punto III ZGUBILES MALY DUZY BRIEF LUBich BRAK WYROBIMY NOWE	benzyna	sprawny	2004.0	112000.0	6900.0
4123	Fiat Sedici Sedici 4x4 1.6 Benz 93 Tys Alufelgi 6x AirBag Opłaty *GWARANCJA*	benzyna	bezwypadkowy	2006.0	93688.0	21900.0
4128	Fiat Ducato 2,0 Jtd 115 KM l1h1 Lift	diesel	uszkodzony	2013.0	126051.0	21999.0
4129	Fiat Ducato 3.0 MultiJet Skrzynia+Plandeka (10 palet) Klimatronik f.VAT	diesel	bezwypadkowy	2013.0	820000.0	33087.0
4130	Fiat Ducato TAMHART Autosklep Gastronomiczny Foodtruck imbis Food truck Borco	diesel	bezwypadkowy	1995.0	59900.0	44280.0
4131	Fiat Ducato L3H2 NOWY MODEL *Zawieszenie MAXI* 3500 kg NAWIGACJA	diesel	bezwypadkowy	2015.0	126000.0	68757.0
4134	Fiat Scudo 2,0mtj 128KM L2H1 Navi Klima I.wł Serwis F.vat23%!	diesel	bezwypadkowy	2012.0	185000.0	30627.0
4135	Fiat Ducato Maxi MultiJet Power Euro 6 2287ccm - 177KM 3,5t	diesel	sprawny	2016.0	236398.0	54707.0
4139	Fiat Ducato L3H2 CHŁODNIA MROŹNIA IZOTERMA AGREGAT KLIMA	diesel	bezwypadkowy	2015.0	231579.0	70900.0
4140	Fiat Ducato L3H2 CHŁODNIA MROŹNIA IZOTERMA AGREGAT KLIMA	diesel	bezwypadkowy	2015.0	231579.0	70900.0
4155	Fiat Ducato 2.0 diesel 115KM Faktura VAT Super stan	diesel	bezwypadkowy	2014.0	170000.0	35547.0
4156	Fiat Ducato / KONTENER / AUTOMAT HI-MATIC / Klimatyzacja / Gwarancja	diesel	bezwypadkowy	2014.0	213000.0	51168.0
4157	Fiat Doblo 1.6 BENZYNA 92KM TYLKO 77000KM SALON POLSKA	benzyna	bezwypadkowy	2006.0	77000.0	11900.0
4158	Fiat Fiorino Adventure Navi !Jedyny z full opcją!	diesel	bezwypadkowy	2016.0	43900.0	25900.0
4159	Fiat Ducato L2H2 3300kg NOWY MODEL Professional MAXI ZAWIESZENIE	diesel	bezwypadkowy	2015.0	141000.0	65067.0
4161	Fiat Ducato 2.3 diesel 138 tys.km 120KM Faktura VAT L2H2	diesel	bezwypadkowy	2008.0	138000.0	20787.0
4162	Fiat Scudo 2.0 JTD 128 KM KLIMATYZACJA PARKTRONIK F.VAT 23%	diesel	bezwypadkowy	2014.0	205000.0	36777.0
4163	Fiat Fiorino 1.3MultiJet 2014r Salon Polska 90 tys.km GWARACJA	diesel	sprawny	2014.0	90000.0	22115.0
4164	Fiat Ducato L2H2/3,10m KLIMA TEMPOMAT EURO 5 *Gwarancja	diesel	bezwypadkowy	2012.0	170000.0	28900.0
4165	Fiat Ducato L2H2 130KM NOWY MODEL Professional Nawigacja Tempomat	diesel	bezwypadkowy	2016.0	103000.0	71217.0
4171	Fiat Ducato Izoterma Igloocar MAXI 35 2.3MJ II 150KM	diesel	bezwypadkowy	2018.0	2.0	122996.0
4172	Fiat Ducato / SALON PL / CHŁODNIA - MROŹNIA / Klimatyzacja / Maxi - L4H2	diesel	bezwypadkowy	2013.0	239000.0	61488.0
4173	Fiat Doblo MAXI CHŁODNIA MROŹNIA GRZANIE IZOTERMA DŁUGI AC	diesel	bezwypadkowy	2015.0	22000.0	65900.0
4176	Fiat Ducato L2H2 Furgon 30 2.3MJ II 130KM	diesel	bezwypadkowy	2018.0	2.0	86096.0
4177	Fiat Ducato 2.8 JTD zarejestr. blaszak 3-osob.przedł.podwyższa	diesel	sprawny	2004.0	340000.0	7900.0
4178	Fiat Scudo 2.0 JTD 120 kM w wersji LONG	diesel	sprawny	2007.0	258000.0	14990.0
4180	Fiat Doblo 1.3 M-Jet Maxi 3 Miejsca Blu & Me	diesel	uszkodzony	2017.0	45800.0	39900.0
4181	Fiat Ducato PAKA PLANDEKA 10EP 4,91x2,27x1,98 KLIMA TEMPOMAT	diesel	bezwypadkowy	2014.0	193723.0	64900.0
4185	Fiat Doblo MAXI CHŁODNIA MROŹNIA + GRZANIE IZOTERMA DŁUGI AC	diesel	bezwypadkowy	2014.0	211000.0	43900.0
4189	Fiat Ducato Maxi L3H2 130 Dealer Gwarancja Vat 23%	diesel	sprawny	2014.0	112881.0	58892.0
4191	Fiat Ducato Autosklep pieczywa Gastronomiczny Food Truck Foodtruck imbis Borco20	diesel	bezwypadkowy	2004.0	378000.0	29900.0
4193	Fiat Doblo 1,3 JTD MultiJet Maxi Pierwsza Rej. 2014	diesel	sprawny	2013.0	97000.0	21300.0
4195	Fiat Doblo Doblo|1,4 95 KM |furgon | S |Wyprzedaż	benzyna	bezwypadkowy	2018.0	6.0	47137.0
4196	Fiat Ducato Autosklep do pieczywa Gastronomiczny Food Truck Foodtruck 2003	diesel	bezwypadkowy	2003.0	282200.0	25500.0
4197	Fiat Ducato Autosklep do pieczywa Gastronomiczny Food Truck Foodtruck 2007	diesel	sprawny	2007.0	315000.0	48585.0
4198	Fiat Ducato L4H2 KLIMA NAVI MAXI DŁUGI WYSOKI BLASZAK VAN	diesel	bezwypadkowy	2015.0	149031.0	59900.0
4199	Fiat Doblo Gwarancja Techniczna, 1.6 Diesel 101KM, Serwisowany, Klimatyzacja	diesel	bezwypadkowy	2010.0	107000.0	16900.0
4204	Fiat Fiorino 1,3 JTD MultiJet Pierwsza Rej. 2011	diesel	sprawny	2010.0	165000.0	12300.0
4223	Fiat Doblo MAXI CHŁODNIA MROŹNIA + GRZANIE IZOTERMA DŁUGI AC	diesel	bezwypadkowy	2015.0	159273.0	56900.0
4238	NSU 1939 NSU-FIAT SPIDER Weinsberg TYLKO 300SZT	benzyna	bezwypadkowy	1939.0	200.0	160000.0
4260	Fiat Ducato Autobus 16+1os Szkolny Klimatyzacja Ogrzewanie Alkomat	diesel	bezwypadkowy	2012.0	186539.0	79950.0
4274	Fiat Scudo MJT L1H1 Klima! Jedyne 72 tyś. Przebiegu! 2013!	diesel	bezwypadkowy	2013.0	72000.0	40467.0
4278	Fiat Ducato 2.3 JTD 120KM L2H2 uszkodzony silnik	diesel	uszkodzony	2011.0	99000.0	21525.0
4329	Fiat Panda II , Salon Polska, 1. Właściciel, Przejechał tylko 28876 KM	benzyna	bezwypadkowy	2007.0	28876.0	12300.0
4330	Fiat Doblo II ZGUBILES MALY DUZY BRIEF LUBich BRAK WYROBIMY NOWE	diesel	sprawny	2010.0	175000.0	19900.0
4331	Fiat Scudo II ZGUBILES MALY DUZY BRIEF LUBich BRAK WYROBIMY NOWE	diesel	sprawny	2008.0	167000.0	15900.0
4332	Fiat Croma II 2.2i I Wł. Giugiaro Design Bogata Wersja Ks.Serwis	benzyna	bezwypadkowy	2005.0	177180.0	13900.0
4333	Fiat Sedici 1.6 16V+LPG FABRYCZNY BRC Polski Salon idealny faktura VAT23%	benzyna	bezwypadkowy	2010.0	98000.0	34932.0
4334	Fiat Ducato 2.3 M-JET 120KM L3H2 CHŁODNIA THERMOKING	diesel	bezwypadkowy	2008.0	182000.0	34500.0
4335	Fiat Ducato 2,0 MJT 115KM L2H2 Blaszak Furgon MH2 Klimatyzacja	diesel	sprawny	2014.0	152000.0	29520.0
4336	Fiat Doblo Gwarancja Techniczna, 1.6 Diesel 101KM, EURO 5	diesel	bezwypadkowy	2014.0	107000.0	16900.0
4337	Fiat Doblo Z klimatyzacją, dobry serwis, świetnie utrzymany, VAT	diesel	bezwypadkowy	2012.0	240000.0	19900.0
4338	Fiat Doblo / SALON PL / IZOTERMA / 1.6-105KM / Długi - L2 / GWARANCJA	diesel	bezwypadkowy	2014.0	169000.0	32718.0
4339	Fiat Ducato L2H1 2.3 130KM LED NAVI KLIMA TEMPOMAT	diesel	bezwypadkowy	2015.0	171000.0	35000.0
4341	Fiat Ducato L3, ładowność 1350kg, sypialnia, Webasto, klimatyzacja	diesel	bezwypadkowy	2011.0	412000.0	33210.0
4342	Fiat Ducato L2H1 2.3 130KM LED NAVI KLIMA TEMPOMAT	diesel	bezwypadkowy	2015.0	173000.0	35000.0
4345	Fiat Ducato ST7924F - 3,0 160KM*L2H2*Krajowy*Serwisowany*VAT23%	diesel	sprawny	2010.0	360300.0	28000.0
4346	Fiat Ducato 2.3 JTD 130KM Klima, 6-osobowy	diesel	sprawny	2014.0	109000.0	51537.0
4352	Fiat Seicento 1.1 Benzyna + GAZ 100% Bezwypadkowy, 100% gwarancji przebiegu	benzyna	bezwypadkowy	2011.0	172000.0	8487.0
4353	Fiat Scudo 1.6 MJT 100% Bezwypadkowy, 100% przebieg udokumentowany,	diesel	bezwypadkowy	2007.0	190000.0	18327.0
4354	Fiat Ducato Furgon L1H2| 2.3 130 M-Jet | 9,5 m3 |	diesel	bezwypadkowy	2018.0	3.0	82406.0
4355	Fiat Scudo Chłodnia Izoterma Agregat Carrier Xarios 200	diesel	sprawny	2012.0	130000.0	43025.0
4359	Fiat Ducato / SALON PL / L4H2 Maxi / Radio dotykowe / Klimatyzacja / GWARANCJA	diesel	bezwypadkowy	2015.0	99000.0	66408.0
4361	Fiat Ducato 2,3 JTD 120KM Rej. 2011 Kontener Chłodnia -20	diesel	sprawny	2010.0	174000.0	32900.0
4362	Fiat Ducato L3H2 7-OSÓB BRYGADOWY Professional SALON POLSKA	diesel	bezwypadkowy	2017.0	105000.0	110577.0
4363	Fiat Fiorino Jak nowy, 1,4 benzyna 77KM, Gwarancja ,Salon PL	benzyna	bezwypadkowy	2016.0	12100.0	34317.0
4364	Fiat Doblo Parktronic Klima Maxi JTD 120 ps	diesel	bezwypadkowy	2008.0	166500.0	20663.0
4366	Fiat Ducato 6-OSÓB BRYGADOWY L2H2 NOWY MODEL PROFESSIONAL	diesel	bezwypadkowy	2015.0	90000.0	73677.0
4367	FSO 125p Fiat 125p oryginał stan kolekcjonerski wyjątkowy egzemplarz	benzyna	bezwypadkowy	1980.0	160000.0	29900.0
4369	Fiat Ducato L3H2 CHŁODNIA IZOTERMA AGREGAT CARRIER KLIMA NAVI	diesel	bezwypadkowy	2015.0	187185.0	65900.0
4372	Fiat Ducato / SALON PL / L3H3 Maxi / 143tys.km / Klimatyzacja / GWARANCJA	diesel	bezwypadkowy	2015.0	143000.0	59028.0
4374	Fiat Ducato 2.0 JTD 115 kM, klimatyzacja, tempomat	diesel	sprawny	2013.0	225000.0	34194.0
4402	Fiat Ducato 2,2 JTD Skrzynia Dokka 7 osobowy Brygadówka	diesel	bezwypadkowy	2007.0	221774.0	26445.0
4403	Fiat Ducato 35 M-jet,LIFTplandeka-Firana,Nawigacja,Klima,Euro5	diesel	sprawny	2014.0	329000.0	51906.0
4404	Fiat Ducato Furgon | 2.0 M-Jet | 11,5 m3	diesel	bezwypadkowy	2018.0	5.0	85977.0
4420	Fiat Ducato L4H2 KLIMA NAVI MAXI DŁUGI WYSOKI BLASZAK VAN	diesel	bezwypadkowy	2015.0	158687.0	59900.0
4423	Fiat Ducato ZGUBILES MALY DUZY BRIEF LUBich BRAK WYROBIMY NOWE	diesel	sprawny	2008.0	225000.0	29900.0
4424	Fiat Doblo Doblo|1,6 105 KM |MAXI | S |Wyprzedaż	diesel	bezwypadkowy	2018.0	5.0	68142.0
4469	Fiat Fiorino Nowe Fiorino Cargo | Elegant | 1.4be 75KM | Euro 6	benzyna	bezwypadkowy	2018.0	3.0	41697.0
4529	Fiat Ducato 2,3 Jtd 130KM Maxi Max L4H2	diesel	uszkodzony	2014.0	130000.0	36899.0
4531	Fiat Ducato KRAJ I WŁ. SERWIS W ASO	diesel	bezwypadkowy	2014.0	393000.0	38745.0
4532	Fiat Ducato L2H1/3,10m KLIMA DŁUGI LEDY 2016r *Gwarancja	diesel	bezwypadkowy	2016.0	155500.0	42900.0
4533	Fiat Ducato L3H2 NOWY MODEL *Zawieszenie MAXI* 3500kg PROFESSIONAL	diesel	bezwypadkowy	2015.0	118000.0	69987.0
4536	Fiat Doblo 1,3 multijet L2 H1 pierwsz rej. 2014	diesel	sprawny	2013.0	97000.0	19600.0
4537	Fiat Punto Evo 1.3 Multijet 16V Active Euro5	diesel	sprawny	2011.0	190000.0	11500.0
4538	Fiat Ducato 2.3 JTD Doka Navi Klima 3_tys.km f.VAT Gwarancja !!!	diesel	sprawny	2018.0	3000.0	89667.0
4539	Fiat Ducato 2.0 JTD !! Klimatyzacja !! W Super STanie !! Od Niemca	inne	sprawny	2004.0	300000.0	8900.0
4540	Fiat Ducato KONTENER WINDA KLIMA 130KM *150.600km EURO 5 Gwar	diesel	bezwypadkowy	2012.0	150600.0	43900.0
4541	Fiat Doblo 1.6 MULTIJET Climatronic Maxi Serwis Idealny z Niemiec	diesel	bezwypadkowy	2014.0	216000.0	28167.0
4547	Fiat Doblo 1,9 JTD MultiJet 101KM Cargo Rej. 2010	diesel	sprawny	2009.0	218000.0	12500.0
4548	Fiat Ducato KONTENER 4.20m WINDA KLIMA PARKTRONIC BOCZNE DRZWI	diesel	bezwypadkowy	2013.0	188500.0	49900.0
4550	Fiat Ducato Autosklep Gastronomiczny Foodtruck imbis wyposażony Food truck Borc	diesel	bezwypadkowy	2004.0	226237.0	44500.0
4551	Fiat Ducato PLANDEKA + Salon PL + 1 WŁ + Navigacja + FULL OPCJA !!!	diesel	bezwypadkowy	2014.0	387000.0	56579.0
4553	Fiat Ducato CHŁODNIA L2H2 PROFESSIONAL Salon Polska Maxi zawieszenia	diesel	bezwypadkowy	2013.0	108000.0	73677.0
4554	Fiat Fiorino Krajowy, pierwszy właściciel, 12 m-cy gwarancji	diesel	bezwypadkowy	2016.0	62000.0	33193.0
4559	Fiat Doblo 1,9 multijet L-1 H-1	diesel	bezwypadkowy	2008.0	132000.0	9900.0
4561	Fiat Ducato 2.0 MultiJet 115KM Klima 2013r. FV23% GWARANCJA	diesel	sprawny	2013.0	110000.0	36875.0
4562	Fiat Ducato Autosklep do Ryb Wędlin Gastronomiczny Food Truck Foodtruck	diesel	bezwypadkowy	2001.0	239000.0	33900.0
4563	Fiat Ducato Kontener 22m3 Klimatyzacja 130KM 6 biegów FV23%	diesel	sprawny	2014.0	21000.0	54095.0
4565	Fiat Ducato L2H2 2.3 MultiJET NOWY MODEL Professional Nawigacja LED	diesel	bezwypadkowy	2015.0	103000.0	66297.0
4566	Fiat Ducato L2H2 130KM PROFESSIONAL * Euro5 * Ładowność 1525 kg *	diesel	bezwypadkowy	2014.0	179000.0	56457.0
4568	Fiat Ducato L2H2 2.3 MultiJet Klima GWARANCJA Salon Polska	diesel	sprawny	2014.0	150000.0	44255.0
4569	Fiat Doblo MAXI CHŁODNIA MROŹNIA GRZANIE IZOTERMA DŁUGI AC	diesel	bezwypadkowy	2015.0	22000.0	65900.0
4570	Fiat Ducato Furgon 33 | 2.3 130 M-Jet | 10,5 m3 |	diesel	bezwypadkowy	2018.0	5.0	84551.0
4571	Fiat Fiorino Nowe Fiorino Cargo | BASE | 1.4be 75KM | Euro 6	benzyna	bezwypadkowy	2018.0	3.0	35916.0
4574	Fiat Fiorino 1.3 Multi Jet - Chłodnia Izoterma 1 wł. serwis	diesel	sprawny	2013.0	90700.0	31000.0
4575	Fiat Ducato L4H2 Maxi CHŁODNIA 2-komory WEBASTO DO LEKÓW	diesel	bezwypadkowy	2015.0	68000.0	97785.0
4579	Fiat Scudo L2H1 L2 Max MAXI LONG Przedłużony Klima i	diesel	bezwypadkowy	2016.0	108000.0	44157.0
4583	Fiat Ducato L3H2 CHŁODNIA 0*C Zabudowa WINTER GERMANY PROFESSIONAL	diesel	bezwypadkowy	2016.0	107000.0	109347.0
4584	Fiat Ducato L2H2 KLIMA 134.000km TEMPOMAT BOXER JUMPER	diesel	sprawny	2008.0	134000.0	23000.0
4585	Fiat Doblo Doblo|1,4 95 KM |furgon | S |Wyprzedaż	benzyna	bezwypadkowy	2018.0	6.0	46739.0
4587	Fiat Ducato / SALON PL / L4H3 Maxi / 76 tys.km / Klimatyzacja / GWARANCJA	diesel	bezwypadkowy	2015.0	76000.0	70098.0
4588	Fiat Ducato PAKA PLANDEKA 10EP 4,91x2,27x1,98 KLIMA TEMPOMAT	diesel	bezwypadkowy	2014.0	193723.0	64900.0
4592	Fiat Ducato Autosklep Gastronomiczny Foodtruck Sklep Food truck do Lodów	diesel	bezwypadkowy	1997.0	271000.0	27800.0
4593	Fiat Doblo Cargo 1,3MJTD, 75KM KLIMATYZACJA, Stan b.dobry	diesel	bezwypadkowy	2009.0	223215.0	14637.0
4594	Fiat Ducato L2H2 2.3M-jet 130KM JAK NOWY-TYLKO 132TYS.KM.	diesel	bezwypadkowy	2014.0	132000.0	49199.0
4595	Fiat Ducato Autosklep Wędlin Ryb Gastronomiczny Food Truck Foodtruck Borco	diesel	bezwypadkowy	2001.0	278500.0	29900.0
4596	Fiat Ducato Ducato Brygadówka 7-osobowy dokka Klima 2010	diesel	sprawny	2010.0	262400.0	19900.0
4597	Fiat Ducato L2H2 Furgon 33 2.3MJ II 130KM	diesel	bezwypadkowy	2018.0	2.0	89788.0
4598	Fiat Ducato L4H2 KLIMA NAVI MAXI DŁUGI WYSOKI BLASZAK VAN	diesel	bezwypadkowy	2015.0	149031.0	73700.0
4614	Fiat Doblo MAXI CHŁODNIA MROŹNIA + GRZANIE IZOTERMA DŁUGI AC	diesel	bezwypadkowy	2015.0	116685.0	63900.0
4615	Fiat Doblo MAXI CHŁODNIA MROŹNIA + GRZANIE IZOTERMA DŁUGI AC	diesel	bezwypadkowy	2015.0	116685.0	63900.0
4616	Fiat Doblo MAXI CHŁODNIA MROŹNIA + GRZANIE IZOTERMA DŁUGI AC	diesel	bezwypadkowy	2015.0	159273.0	56900.0
4621	Fiat Ducato ZGUBILES MALY DUZY BRIEF LUBich BRAK WYROBIMY NOWE	diesel	sprawny	2014.0	7500.0	89900.0
4622	Fiat Scudo Lang 2,0Jtd Dublokab 5 osób Vat marża	diesel	sprawny	2004.0	281000.0	15700.0
4635	NSU 1938 NSU FIAT SPIDER Weinsberg TYLKO 300SZT.	benzyna	bezwypadkowy	1938.0	200.0	180000.0
4637	Fiat Doblo Cargo SX L1H1 1.4 95KM DEMO	diesel	bezwypadkowy	2015.0	1.0	50307.0
4664	Fiat Ducato Furgon L3H2 2.3 MJ 130KM Okazja 2018	diesel	bezwypadkowy	2018.0	5.0	103197.0
4666	Fiat Ducato 3,0 JTD 180 MultiJet Klimatronic Automat Webasto	diesel	sprawny	2015.0	234000.0	52900.0
4670	Fiat Doblo MAXI CHŁODNIA MROŹNIA + GRZANIE IZOTERMA DŁUGI AC	diesel	bezwypadkowy	2014.0	97000.0	46900.0
4743	Fiat Ducato Klima-H2 L3-Auto z Gwarancją	diesel	sprawny	2015.0	180000.0	49077.0
4744	Fiat Ducato SALON PL/ MAXI L4H2 / Klimatyzacja / Tempomat / GWARANCJA	diesel	bezwypadkowy	2017.0	86000.0	73788.0
4745	Fiat Ducato L2H2, Serwis ASO Do Końca, FV VAT	diesel	bezwypadkowy	2016.0	469000.0	49199.0
4746	Fiat Doblo CARGO KLIMA TEMPOMAT Parktronic *128.000km EURO 5	diesel	bezwypadkowy	2014.0	128000.0	19900.0
4747	Fiat Ducato 3.0 JTD Kamper 6-osobowy Salon PL	diesel	bezwypadkowy	2008.0	155000.0	129000.0
4748	Fiat Doblo CARGO 1.3JTD 75KM * Ks. Serwisowa * Niski Przebieg	diesel	sprawny	2006.0	117145.0	10900.0
4749	Fiat Ducato Weinsberg Cara Loft 700MEH 4/6 osób	diesel	sprawny	2016.0	30000.0	183000.0
4750	Fiat Ducato 2.0* 2015* L3H2* Klimatyzacja* Bluetooth*Gwarancja	diesel	bezwypadkowy	2015.0	197000.0	53997.0
4754	Fiat Ducato 3.0HDI 160KM Skrzyniowy paka skrzynia 4.1m	diesel	bezwypadkowy	2010.0	197000.0	36777.0
4755	Fiat Ducato / SALON PL / L3H2 Maxi / 149 tys.km / Klimatyzacja / GWARANCJA	diesel	bezwypadkowy	2014.0	149000.0	55227.0
4756	Fiat Ducato Kontener Klima Raty Możliwość Zamiany Wybór 120 aut	diesel	bezwypadkowy	2012.0	204000.0	36777.0
4757	Fiat Ducato L2H2 KLIMA TEMPOMAT PARKTRONIC EURO 5 *Gwarancja	diesel	bezwypadkowy	2014.0	100000.0	34900.0
4758	Fiat Ducato Maxi MultiJet Power Euro 6 2287ccm - 177KM 3,5t	diesel	sprawny	2016.0	215033.0	49211.0
4762	Fiat Scudo FV23% 6osób PANORAMA NOWE SPRZĘGŁO+ROZRZĄD	diesel	sprawny	2008.0	155000.0	26445.0
4763	Fiat Ducato L3H2 LIFT Super Stan Techniczny i Wizualny	diesel	bezwypadkowy	2016.0	156000.0	40467.0
4764	Fiat Ducato / SALON PL / Maxi L3H2 / Klimatyzacja / TEMPOMAT / GWARANCJA	diesel	bezwypadkowy	2016.0	153000.0	67638.0
4765	Fiat Ducato L2H2 3500kg NOWY MODEL 2018 Blaszak DEALER ANGELS	diesel	bezwypadkowy	2018.0	17000.0	79827.0
4766	Fiat Ducato Autosklep Wędlin Gastronomiczny Food Truck Foodtruck sklep 2007	diesel	bezwypadkowy	2007.0	254000.0	91020.0
4768	Fiat Ducato L2H2/ 3,10m KLIMA ład: 1560kg EURO 5 *Gwarancja	diesel	bezwypadkowy	2014.0	163600.0	32900.0
4769	Fiat Scudo 2,0 MJT Chłodnia Mroźnia FRC Izoterma	diesel	sprawny	2012.0	255000.0	18450.0
4774	Fiat Ducato / BOXER L3H2 KLIMA Ład:1540kg EURO 5 *Gwarancja	diesel	bezwypadkowy	2012.0	179800.0	31900.0
4775	Fiat Ducato Firana NAWIGACJA + CLIMATRONIK 10-palet 3.0/180KM	diesel	bezwypadkowy	2015.0	282000.0	69987.0
4776	Fiat Fiorino 1,3cdti Salon PL I.wł Serwis Klima Bezwypadkowy Gw	diesel	bezwypadkowy	2015.0	103000.0	24477.0
4777	Fiat Ducato 2.0 JTD 115 kM, klimatyzacja, tempomat	diesel	sprawny	2013.0	139000.0	36654.0
4778	Fiat Ducato 2,3 Jtd 150KM Maxi Klima Navi Max Dlugi	diesel	uszkodzony	2014.0	97148.0	41819.0
4779	Fiat Ducato 3.0 Multijet 180KM Klima Kamera Navi Tempomat Hak	diesel	bezwypadkowy	2012.0	339182.0	44157.0
4780	Fiat Ducato Autosklep pieczywa Gastronomiczny Food Truck Foodtruck Borco	diesel	bezwypadkowy	2004.0	251500.0	29900.0
4781	Fiat Ducato 3.0 177KM 2013r. Maxi, klimatyzacja, PL Salon, FV23%	diesel	sprawny	2013.0	369000.0	53997.0
4783	Fiat Doblo 1,9 multijet H1 L1 Pierwsza rej. 05.10	diesel	bezwypadkowy	2009.0	218000.0	10800.0
4784	Fiat Ducato L2H2 2.3 MultiJET NOWY MODEL Professional Nawigacja Parktronic	diesel	bezwypadkowy	2015.0	90000.0	67527.0
4785	Fiat Ducato L3H3 /2xWysoki BAGAŻNIK KLIMA 130KM Ład:1448kg Gwa	diesel	bezwypadkowy	2014.0	182400.0	39900.0
4786	Fiat Ducato / Salon PL / KONTENER / MAXI / Klimatyzacja / Gwarancja	diesel	bezwypadkowy	2014.0	76000.0	61488.0
4787	Fiat Ducato *MOCNY SILNIK 2.3* L2H2 PROFESSIONAL klima Gwarancja !	diesel	bezwypadkowy	2013.0	91000.0	51537.0
4791	Fiat Doblo Doblo|1,6 105 KM |MAXI | Business PRO	diesel	bezwypadkowy	2018.0	4.0	62949.0
4801	Fiat Ducato MAXI L4H2 3.0jtd 160KM a.c. pierwszy właściciel	diesel	bezwypadkowy	2010.0	242000.0	35547.0
4804	Fiat Ducato 1.9 d. Rej. PL. Jeden wł.	diesel	bezwypadkowy	2000.0	210000.0	3900.0
4806	Fiat Ducato 2.3 120KM 6-osobowy L2H2 średniak	diesel	bezwypadkowy	2007.0	248000.0	28500.0
4811	Fiat Ducato Ducato 2,3 JTD Maxi 97153 km	diesel	bezwypadkowy	2002.0	97153.0	9500.0
4812	Fiat Panda 1.3 d ABS Klimatyzacja F-ra Vat VAN	diesel	sprawny	2015.0	120000.0	16974.0
4813	Fiat Ducato Kabina + Skrzynia 3,6x2,1m 2.3 130 KM Wyprzedaż 2018	diesel	bezwypadkowy	2018.0	5.0	95694.0
4824	Fiat Ducato L4H2 KLIMA NAVI MAXI DŁUGI WYSOKI BLASZAK VAN	diesel	bezwypadkowy	2015.0	158687.0	73700.0
4826	Fiat Ducato ZGUBILES MALY DUZY BRIEF LUBich BRAK WYROBIMY NOWE	diesel	sprawny	2015.0	1.0	123000.0
4864	Fiat Ducato, bardzo mały przebieg Rożen Kurczak Grill Kebab FOODTRUCK	diesel	bezwypadkowy	1992.0	129289.0	21900.0
4896	Fiat Fiorino 1,3 JTDm Ciężarowy F-V Kredyt z BIK	diesel	sprawny	2013.0	65500.0	20500.0
4934	Fiat Sedici 1.9 Multijet 120KM 4x4 Automatyczny Zadbany Klima Alu Opłacony	diesel	bezwypadkowy	2007.0	165000.0	16900.0
4935	Fiat Grande Punto ZGUBILES MALY DUZY BRIEF LUBich BRAK WYROBIMY NOWE	benzyna	sprawny	2007.0	142000.0	9500.0
4936	Fiat Punto Evo ZGUBILES MALY DUZY BRIEF LUBich BRAK WYROBIMY NOWE	benzyna	sprawny	2009.0	109000.0	16900.0
4937	Fiat Punto IV ZGUBILES MALY DUZY BRIEF LUBich BRAK WYROBIMY NOWE	benzyna	sprawny	2012.0	26000.0	26900.0
4944	Fiat Ducato Furgon L2H2 2.3 150KM DMC 3.0 Wyprzedaż 2018	diesel	bezwypadkowy	2018.0	5.0	85977.0
4945	Fiat Scudo 130 MultiJet* Klima* 3 osobowy* 6 biegów* Gwarancja	diesel	sprawny	2015.0	87041.0	43050.0
4949	Fiat Ducato Furgon L2H2 2.3 150KM DMC 3.0 Wyprzedaż 2018	diesel	bezwypadkowy	2018.0	5.0	85977.0
4950	Fiat Scudo 130 MultiJet* Klima* 3 osobowy* 6 biegów* Gwarancja	diesel	sprawny	2015.0	87041.0	43050.0
4951	Fiat Fiorino 1WŁ ASO Salon PL FV23% Klimatyzacja PDC Relingi	diesel	bezwypadkowy	2016.0	95000.0	22754.0
4953	Fiat Fiorino 1.3TD,VAT-1,VAT-23,Klima,Salon Polska!	diesel	sprawny	2010.0	338000.0	10600.0
4954	Fiat Doblo Doblo 1,3 JTD boczne 62600 km Model 2016	diesel	sprawny	2015.0	62600.0	27675.0
4956	Fiat Ducato 2.3 Mjet-130 L3H2-MAXI Klima Zadbany 2014!	diesel	bezwypadkowy	2014.0	171000.0	57687.0
4957	Fiat Ducato Camper McLouis 2.3 JTD Klima WC 6_osób 43_tys.km	diesel	sprawny	2011.0	43000.0	131900.0
4958	Fiat Doblo Combo 1.3 MultiJet 90 PS Śliczny Klima	diesel	bezwypadkowy	2015.0	127000.0	30627.0
4959	Fiat Ducato Furgon L2H2 2.3 MJ 130KM Okazja 2018	diesel	bezwypadkowy	2018.0	5.0	92127.0
4960	Fiat Ducato Plandeka, Maxi, Ładowność 1500kg, sypialnia, webasto	diesel	bezwypadkowy	2008.0	237000.0	29900.0
4962	Fiat Ducato Dokka, skrzynia, 7osób, klimatyzacja, FV-23%, gwarancja	diesel	sprawny	2014.0	144200.0	71217.0
4968	Fiat Fiorino vat1 b. ładny klima drzwi boczne bagażnik	diesel	sprawny	2016.0	90877.0	27552.0
